time_s,neural_action,confidence,management_action,pmu_weights
3.219,ACCEPT,0.999995139416138,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.239,ACCEPT,0.998805045016194,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.259,ACCEPT,0.9999991831528001,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.279,ACCEPT,0.9999921626241578,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.299,ACCEPT,0.9999847605301674,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.319,ACCEPT,0.9999986503325389,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.339,ACCEPT,0.9999991841706978,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.359,ACCEPT,0.9999294530170024,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.379,ACCEPT,0.9999987119679458,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.399,ACCEPT,0.9999963936640629,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.419,ACCEPT,0.9999978874266332,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.439,ACCEPT,0.9999963810008407,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.459,ACCEPT,0.999998316989147,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.479,ACCEPT,0.9998521076265621,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.499,ACCEPT,0.9991419813992607,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.519,ACCEPT,0.9992361529253833,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.539,ACCEPT,0.9999755523842646,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.559,ACCEPT,0.9879858403021416,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.579,ACCEPT,0.99983313243308,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.599,ACCEPT,0.999879400275991,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.619,ACCEPT,0.9999974372607889,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.639,ACCEPT,0.9999775757877777,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.659,ACCEPT,0.999997131341865,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.679,ACCEPT,0.9999996435552077,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.699,ACCEPT,0.9986276606297175,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.719,ACCEPT,0.995233548540113,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.739,ACCEPT,0.9996993191124213,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.759,ACCEPT,0.9999985896877496,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.779,ACCEPT,0.9999949336905322,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.799,ACCEPT,0.9999954188060824,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.819,ACCEPT,0.9999853355363916,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.839,ACCEPT,0.9999955834553611,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.859,ACCEPT,0.9999996256369021,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.879,ACCEPT,0.9999985031193941,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.899,ACCEPT,0.9999995984159417,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.919,ACCEPT,0.9999945935509992,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.939,ACCEPT,0.9999766711883771,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.959,ACCEPT,0.9999998421032,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.979,ACCEPT,0.9999996901661229,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.999,ACCEPT,0.9999957216745144,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
