Time (s),TX Value,Duty Cycle,Reconstructed Value,Poll Samples
0.575000,-1.000000,0.001138,-0.997724,10546
0.576000,-0.951057,0.021457,-0.957085,11884
0.577000,-0.809017,0.084691,-0.830617,10615
0.578000,-0.587785,0.184036,-0.631928,11927
0.579000,-0.309017,0.310512,-0.378977,11378
0.580000,0.000000,0.465154,-0.069693,11235
0.581000,0.309017,0.609749,0.219499,11016
0.582000,0.587785,0.769859,0.539718,10776
0.583000,0.809017,0.884467,0.768934,10378
0.584000,0.951057,0.969596,0.939191,9867
0.585000,1.000000,0.998666,0.997333,10497
0.586000,0.951057,0.973064,0.946127,10432
0.587000,0.809017,0.898563,0.797126,10509
0.588000,0.587785,0.772651,0.545303,10794
0.589000,0.309017,0.627376,0.254751,10944
0.590000,-0.000000,0.487715,-0.024569,9809
0.591000,-0.309017,0.327356,-0.345289,10093
0.592000,-0.587785,0.188315,-0.623370,9585
0.593000,-0.809017,0.088772,-0.822456,9316
0.594000,-0.951057,0.019705,-0.960590,11520
0.595000,-1.000000,0.000000,-1.000000,10453
0.596000,-0.951057,0.020047,-0.959907,10725
0.597000,-0.809017,0.084186,-0.831627,11724
0.598000,-0.587785,0.173544,-0.652913,9888
0.599000,-0.309017,0.316912,-0.366175,10170
0.600000,0.000000,0.457148,-0.085705,11773
0.601000,0.309017,0.618152,0.236304,9729
0.602000,0.587785,0.774792,0.549583,9600
0.603000,0.809017,0.878765,0.757531,9461
0.604000,0.951057,0.966921,0.933842,9432
0.605000,1.000000,0.998436,0.996873,12151
0.606000,0.951057,0.972837,0.945673,9903
0.607000,0.809017,0.895216,0.790432,9553
0.608000,0.587785,0.788699,0.577398,10937
0.609000,0.309017,0.638737,0.277473,9846
0.610000,-0.000000,0.471222,-0.057555,10946
0.611000,-0.309017,0.322954,-0.354093,11240
0.612000,-0.587785,0.187687,-0.624626,11370
0.613000,-0.809017,0.087544,-0.824911,11834
0.614000,-0.951057,0.025155,-0.949691,11648
0.615000,-1.000000,0.000000,-1.000000,12118
0.616000,-0.951057,0.021908,-0.956185,12005
0.617000,-0.809017,0.081681,-0.836637,11704
0.618000,-0.587785,0.184266,-0.631468,11402
0.619000,-0.309017,0.315502,-0.368996,10431
0.620000,0.000000,0.458565,-0.082871,10269
0.621000,0.309017,0.615220,0.230439,10723
0.622000,0.587785,0.768690,0.537379,10233
0.623000,0.809017,0.879251,0.758501,10675
0.624000,0.951057,0.968055,0.936110,10518
0.625000,1.000000,0.998653,0.997307,10396
0.626000,0.951057,0.974298,0.948596,10505
0.627000,0.809017,0.894732,0.789464,10611
0.628000,0.587785,0.782060,0.564119,10769
0.629000,0.309017,0.622340,0.244680,10949
0.630000,-0.000000,0.468252,-0.063496,11103
0.631000,-0.309017,0.324080,-0.351841,11491
0.632000,-0.587785,0.192698,-0.614604,11230
0.633000,-0.809017,0.089931,-0.820137,11809
0.634000,-0.951057,0.021843,-0.956314,10667
0.635000,-1.000000,0.000931,-0.998139,11820
0.636000,-0.951057,0.021003,-0.957994,11046
0.637000,-0.809017,0.081947,-0.836107,11178
0.638000,-0.587785,0.182663,-0.634673,11617
0.639000,-0.309017,0.310166,-0.379668,11381
0.640000,0.000000,0.461975,-0.076050,11098
0.641000,0.309017,0.618243,0.236486,11007
0.642000,0.587785,0.760263,0.520526,10791
0.643000,0.809017,0.888952,0.777904,10572
0.644000,0.951057,0.964072,0.928144,10521
0.645000,1.000000,0.998758,0.997516,10467
0.646000,0.951057,0.974195,0.948391,10502
0.647000,0.809017,0.893300,0.786601,10553
0.648000,0.587785,0.773090,0.546180,10784
0.649000,0.309017,0.646844,0.293687,10661
0.650000,-0.000000,0.476291,-0.047419,10945
0.651000,-0.309017,0.325853,-0.348295,10293
0.652000,-0.587785,0.187012,-0.625976,11010
0.653000,-0.809017,0.090402,-0.819197,11825
0.654000,-0.951057,0.022012,-0.955975,11857
0.655000,-1.000000,0.000000,-1.000000,11471
0.656000,-0.951057,0.021401,-0.957197,11588
0.657000,-0.809017,0.081226,-0.837549,11782
0.658000,-0.587785,0.184784,-0.630431,11554
0.659000,-0.309017,0.319681,-0.360637,11427
0.660000,0.000000,0.473453,-0.053093,8890
0.661000,0.309017,0.618979,0.237958,10422
0.662000,0.587785,0.761669,0.523337,10691
0.663000,0.809017,0.889725,0.779449,10637
0.664000,0.951057,0.965590,0.931180,12816
0.665000,1.000000,0.997565,0.995130,9857
0.666000,0.951057,0.975901,0.951802,9627
0.667000,0.809017,0.894058,0.788115,10770
0.668000,0.587785,0.780217,0.560433,10797
0.669000,0.309017,0.643104,0.286209,11841
0.670000,-0.000000,0.465569,-0.068862,11298
0.671000,-0.309017,0.312012,-0.375976,11522
0.672000,-0.587785,0.194734,-0.610533,11621
0.673000,-0.809017,0.084465,-0.831070,11117
0.674000,-0.951057,0.024124,-0.951751,12021
0.675000,-1.000000,0.000916,-0.998168,12006
0.676000,-0.951057,0.022188,-0.955623,11853
0.677000,-0.809017,0.081785,-0.836429,11897
0.678000,-0.587785,0.179280,-0.641440,11390
0.679000,-0.309017,0.318529,-0.362942,10470
0.680000,0.000000,0.458883,-0.082234,10835
0.681000,0.309017,0.611024,0.222048,10178
0.682000,0.587785,0.764353,0.528706,10834
0.683000,0.809017,0.879897,0.759793,10441
0.684000,0.951057,0.968169,0.936337,10587
0.685000,1.000000,0.998662,0.997324,10462
0.686000,0.951057,0.973598,0.947195,10037
0.687000,0.809017,0.899052,0.798105,10342
0.688000,0.587785,0.775399,0.550798,10650
0.689000,0.309017,0.640117,0.280233,10295
0.690000,-0.000000,0.474307,-0.051386,9886
0.691000,-0.309017,0.327369,-0.345262,10395
0.692000,-0.587785,0.182180,-0.635641,10561
0.693000,-0.809017,0.089649,-0.820701,10898
0.694000,-0.951057,0.022284,-0.955432,11174
0.695000,-1.000000,0.001095,-0.997811,10050
0.696000,-0.951057,0.021182,-0.957637,18365
0.697000,-0.809017,0.091877,-0.816247,7423
0.698000,-0.587785,0.176901,-0.646198,9836
0.699000,-0.309017,0.310835,-0.378329,17083
0.700000,0.000000,0.463214,-0.073572,16066
0.701000,0.309017,0.607583,0.215166,10629
0.702000,0.587785,0.766680,0.533359,10312
0.703000,0.809017,0.883925,0.767850,10476
0.704000,0.951057,0.969204,0.938409,10521
0.705000,1.000000,0.997516,0.995032,10468
0.706000,0.951057,0.973133,0.946265,10496
0.707000,0.809017,0.899798,0.799595,11367
0.708000,0.587785,0.776793,0.553586,10040
0.709000,0.309017,0.634391,0.268783,10648
0.710000,-0.000000,0.483430,-0.033140,10169
0.711000,-0.309017,0.319983,-0.360034,11685
0.712000,-0.587785,0.193264,-0.613472,11580
0.713000,-0.809017,0.085459,-0.829083,11959
0.714000,-0.951057,0.021519,-0.956963,12129
0.715000,-1.000000,0.000000,-1.000000,12037
0.716000,-0.951057,0.021007,-0.957986,11996
0.717000,-0.809017,0.085927,-0.828146,11824
0.718000,-0.587785,0.178928,-0.642145,11731
0.719000,-0.309017,0.314457,-0.371086,11496
0.720000,0.000000,0.458781,-0.082439,11269
0.721000,0.309017,0.615728,0.231456,10974
0.722000,0.587785,0.764678,0.529356,10560
0.723000,0.809017,0.880702,0.761404,9799
0.724000,0.951057,0.969577,0.939155,10650
0.725000,1.000000,0.997424,0.994847,10092
0.726000,0.951057,0.975423,0.950845,10172
0.727000,0.809017,0.896623,0.793246,10128
0.728000,0.587785,0.770858,0.541716,10164
0.729000,0.309017,0.629079,0.258158,11094
0.730000,-0.000000,0.480766,-0.038468,11230
0.731000,-0.309017,0.315730,-0.368540,11494
0.732000,-0.587785,0.184297,-0.631407,11628
0.733000,-0.809017,0.089982,-0.820035,11869
0.734000,-0.951057,0.021979,-0.956042,11966
0.735000,-1.000000,0.000000,-1.000000,11716
0.736000,-0.951057,0.021912,-0.956176,11957
0.737000,-0.809017,0.081025,-0.837949,11626
0.738000,-0.587785,0.183955,-0.632090,10508
0.739000,-0.309017,0.310587,-0.378826,11533
0.740000,0.000000,0.466768,-0.066465,11239
0.741000,0.309017,0.617041,0.234081,11009
0.742000,0.587785,0.763485,0.526969,10790
0.743000,0.809017,0.887418,0.774837,10428
0.744000,0.951057,0.965906,0.931812,10207
0.745000,1.000000,0.998047,0.996095,10243
0.746000,0.951057,0.973282,0.946564,9357
0.747000,0.809017,0.900366,0.800731,10669
0.748000,0.587785,0.772917,0.545834,10789
0.749000,0.309017,0.638296,0.276592,10962
0.750000,-0.000000,0.465047,-0.069905,11158
0.751000,-0.309017,0.312549,-0.374902,11467
0.752000,-0.587785,0.193029,-0.613941,11563
0.753000,-0.809017,0.091012,-0.817976,10625
0.754000,-0.951057,0.024268,-0.951464,11991
0.755000,-1.000000,0.001002,-0.997996,11975
0.756000,-0.951057,0.022024,-0.955952,11896
0.757000,-0.809017,0.083477,-0.833046,11584
0.758000,-0.587785,0.187703,-0.624593,11678
0.759000,-0.309017,0.305810,-0.388381,11481
0.760000,0.000000,0.465872,-0.068257,11237
0.761000,0.309017,0.608723,0.217447,10982
0.762000,0.587785,0.765250,0.530500,10377
0.763000,0.809017,0.888198,0.776395,10286
0.764000,0.951057,0.963925,0.927850,10395
0.765000,1.000000,0.997214,0.994428,9692
0.766000,0.951057,0.974757,0.949513,10577
0.767000,0.809017,0.897414,0.794828,10557
0.768000,0.587785,0.788115,0.576230,9373
0.769000,0.309017,0.629209,0.258419,11017
0.770000,-0.000000,0.466347,-0.067305,11277
0.771000,-0.309017,0.326520,-0.346960,11497
0.772000,-0.587785,0.189210,-0.621580,11622
0.773000,-0.809017,0.081381,-0.837239,11907
0.774000,-0.951057,0.024258,-0.951484,11996
0.775000,-1.000000,0.000000,-1.000000,12036
0.776000,-0.951057,0.021004,-0.957992,11950
0.777000,-0.809017,0.082570,-0.834859,11905
0.778000,-0.587785,0.184837,-0.630325,11713
0.779000,-0.309017,0.305473,-0.389054,11438
0.780000,0.000000,0.462700,-0.074600,10925
0.781000,0.309017,0.614043,0.228086,11066
0.782000,0.587785,0.763215,0.526431,10064
0.783000,0.809017,0.882074,0.764148,7174
0.784000,0.951057,0.963855,0.927711,9047
0.785000,1.000000,0.997565,0.995130,9446
0.786000,0.951057,0.973547,0.947093,9564
0.787000,0.809017,0.896396,0.792792,9739
0.788000,0.587785,0.781135,0.562271,11715
0.789000,0.309017,0.694419,0.388838,17416
0.790000,-0.000000,0.477437,-0.045126,16620
0.791000,-0.309017,0.328994,-0.342012,10985
0.792000,-0.587785,0.190616,-0.618769,10933
0.793000,-0.809017,0.094941,-0.810119,11207
0.794000,-0.951057,0.021884,-0.956233,12338
0.795000,-1.000000,0.000766,-0.998467,11745
0.796000,-0.951057,0.021066,-0.957867,11440
0.797000,-0.809017,0.081425,-0.837150,13276
0.798000,-0.587785,0.179765,-0.640470,9696
0.799000,-0.309017,0.316503,-0.366995,10259
0.800000,0.000000,0.458025,-0.083949,11364
0.801000,0.309017,0.615153,0.230306,10968
0.802000,0.587785,0.767266,0.534533,10729
0.803000,0.809017,0.884757,0.769513,10621
0.804000,0.951057,0.969322,0.938643,10496
0.805000,1.000000,0.997420,0.994840,10466
0.806000,0.951057,0.972735,0.945470,10453
0.807000,0.809017,0.896512,0.793023,10349
0.808000,0.587785,0.776866,0.553733,10729
0.809000,0.309017,0.626996,0.253993,11083
0.810000,-0.000000,0.474908,-0.050185,11099
0.811000,-0.309017,0.319921,-0.360157,11184
0.812000,-0.587785,0.188812,-0.622375,11763
0.813000,-0.809017,0.090616,-0.818768,11786
0.814000,-0.951057,0.021886,-0.956227,10783
0.815000,-1.000000,0.000000,-1.000000,9213
0.816000,-0.951057,0.021312,-0.957376,9572
0.817000,-0.809017,0.090446,-0.819109,9022
0.818000,-0.587785,0.173447,-0.653105,10176
0.819000,-0.309017,0.308989,-0.382022,11570
0.820000,0.000000,0.464311,-0.071378,11264
0.821000,0.309017,0.611206,0.222412,11137
0.822000,0.587785,0.759038,0.518077,10815
0.823000,0.809017,0.884594,0.769187,10632
0.824000,0.951057,0.969035,0.938069,10431
0.825000,1.000000,0.997520,0.995039,10482
0.826000,0.951057,0.973125,0.946250,10493
0.827000,0.809017,0.899485,0.798970,10675
0.828000,0.587785,0.776023,0.552046,10702
0.829000,0.309017,0.623309,0.246619,11017
0.830000,-0.000000,0.472776,-0.054448,11240
0.831000,-0.309017,0.326625,-0.346750,11478
0.832000,-0.587785,0.180319,-0.639362,11219
0.833000,-0.809017,0.089280,-0.821440,9767
0.834000,-0.951057,0.023352,-0.953296,9207
0.835000,-1.000000,0.000273,-0.999454,18328
0.836000,-0.951057,0.020355,-0.959290,11545
0.837000,-0.809017,0.083240,-0.833519,11653
0.838000,-0.587785,0.183619,-0.632762,11611
0.839000,-0.309017,0.309895,-0.380211,11491
0.840000,0.000000,0.460256,-0.079489,11033
0.841000,0.309017,0.620801,0.241603,11105
0.842000,0.587785,0.755856,0.511713,10715
0.843000,0.809017,0.885227,0.770455,10621
0.844000,0.951057,0.969452,0.938904,10508
0.845000,1.000000,0.998636,0.997273,10266
0.846000,0.951057,0.972830,0.945661,10416
0.847000,0.809017,0.899644,0.799287,10662
0.848000,0.587785,0.778666,0.557331,10762
0.849000,0.309017,0.622595,0.245189,10861
0.850000,-0.000000,0.472351,-0.055299,10814
0.851000,-0.309017,0.322758,-0.354485,10937
0.852000,-0.587785,0.199591,-0.600818,8312
0.853000,-0.809017,0.089823,-0.820354,11133
0.854000,-0.951057,0.024773,-0.950455,11989
0.855000,-1.000000,0.000000,-1.000000,11981
0.856000,-0.951057,0.021062,-0.957875,11917
0.857000,-0.809017,0.082714,-0.834571,11848
0.858000,-0.587785,0.186021,-0.627959,11660
0.859000,-0.309017,0.301855,-0.396291,12294
0.860000,0.000000,0.459604,-0.080792,11214
0.861000,0.309017,0.612658,0.225315,11029
0.862000,0.587785,0.769231,0.538462,10790
0.863000,0.809017,0.884114,0.768228,10588
0.864000,0.951057,0.969204,0.938409,10521
0.865000,1.000000,0.997327,0.994655,10477
0.866000,0.951057,0.972515,0.945031,10515
0.867000,0.809017,0.898467,0.796933,10499
0.868000,0.587785,0.782915,0.565829,10231
0.869000,0.309017,0.631086,0.262173,10043
0.870000,-0.000000,0.477395,-0.045209,9998
0.871000,-0.309017,0.317705,-0.364589,10302
0.872000,-0.587785,0.190415,-0.619170,11685
0.873000,-0.809017,0.090205,-0.819589,11884
0.874000,-0.951057,0.021941,-0.956118,11941
0.875000,-1.000000,0.000087,-0.999826,11493
0.876000,-0.951057,0.021397,-0.957206,22947
0.877000,-0.809017,0.078147,-0.843705,10493
0.878000,-0.587785,0.183492,-0.633015,11837
0.879000,-0.309017,0.307750,-0.384500,11974
0.880000,0.000000,0.458807,-0.082387,10390
0.881000,0.309017,0.604634,0.209269,9753
0.882000,0.587785,0.766878,0.533756,9317
0.883000,0.809017,0.886578,0.773156,9760
0.884000,0.951057,0.968736,0.937472,11067
0.885000,1.000000,0.997576,0.995152,9076
0.886000,0.951057,0.974147,0.948293,9051
0.887000,0.809017,0.898837,0.797674,8511
0.888000,0.587785,0.795064,0.590128,8266
0.889000,0.309017,0.632837,0.265673,10001
0.890000,-0.000000,0.473207,-0.053586,11253
0.891000,-0.309017,0.309805,-0.380390,11433
0.892000,-0.587785,0.192733,-0.614534,11669
0.893000,-0.809017,0.086045,-0.827910,11831
0.894000,-0.951057,0.021126,-0.957748,11739
0.895000,-1.000000,0.001001,-0.997998,11990
0.896000,-0.951057,0.021934,-0.956132,11945
0.897000,-0.809017,0.082059,-0.835883,11833
0.898000,-0.587785,0.180793,-0.638413,11621
0.899000,-0.309017,0.316130,-0.367741,11451
0.900000,0.000000,0.457232,-0.085536,11235
0.901000,0.309017,0.620461,0.240921,10987
0.902000,0.587785,0.761342,0.522684,10492
0.903000,0.809017,0.887285,0.774570,10114
0.904000,0.951057,0.968529,0.937058,8770
0.905000,1.000000,0.997445,0.994889,9783
0.906000,0.951057,0.974088,0.948175,9918
0.907000,0.809017,0.898767,0.797535,10708
0.908000,0.587785,0.772605,0.545210,10783
0.909000,0.309017,0.624046,0.248091,10871
0.910000,-0.000000,0.476604,-0.046792,11284
0.911000,-0.309017,0.327601,-0.344797,11456
0.912000,-0.587785,0.184211,-0.631579,11666
0.913000,-0.809017,0.086543,-0.826915,11763
0.914000,-0.951057,0.024745,-0.950510,11962
0.915000,-1.000000,0.000000,-1.000000,11999
0.916000,-0.951057,0.020942,-0.958116,11890
0.917000,-0.809017,0.085502,-0.828995,11871
0.918000,-0.587785,0.179319,-0.641363,11711
0.919000,-0.309017,0.314525,-0.370951,11484
0.920000,0.000000,0.461330,-0.077340,11081
0.921000,0.309017,0.617928,0.235855,10587
0.922000,0.587785,0.764751,0.529502,10457
0.923000,0.809017,0.885703,0.771405,9764
0.924000,0.951057,0.963647,0.927294,10343
0.925000,1.000000,0.998738,0.997477,9512
0.926000,0.951057,0.973637,0.947275,10697
0.927000,0.809017,0.892993,0.785986,10532
0.928000,0.587785,0.782496,0.564992,10786
0.929000,0.309017,0.622923,0.245845,11011
0.930000,-0.000000,0.464682,-0.070635,11255
0.931000,-0.309017,0.324034,-0.351933,11434
0.932000,-0.587785,0.187303,-0.625395,11719
0.933000,-0.809017,0.081883,-0.836234,11895
0.934000,-0.951057,0.024620,-0.950759,11982
0.935000,-1.000000,0.000000,-1.000000,11955
0.936000,-0.951057,0.020754,-0.958492,11853
0.937000,-0.809017,0.082849,-0.834302,11877
0.938000,-0.587785,0.180694,-0.638612,11644
0.939000,-0.309017,0.304950,-0.390099,11110
0.940000,0.000000,0.463949,-0.072102,10499
0.941000,0.309017,0.617691,0.235382,9372
0.942000,0.587785,0.758837,0.517674,9562
0.943000,0.809017,0.881930,0.763859,10697
0.944000,0.951057,0.964507,0.929013,10509
0.945000,1.000000,0.998662,0.997323,10461
0.946000,0.951057,0.974110,0.948219,10390
0.947000,0.809017,0.897836,0.795673,10630
0.948000,0.587785,0.773592,0.547184,10777
0.949000,0.309017,0.633339,0.266679,10912
0.950000,-0.000000,0.477768,-0.044464,11200
0.951000,-0.309017,0.312751,-0.374499,11466
0.952000,-0.587785,0.191677,-0.616645,11655
0.953000,-0.809017,0.085211,-0.829577,11759
0.954000,-0.951057,0.021106,-0.957789,11940
0.955000,-1.000000,0.001891,-0.996219,12695
0.956000,-0.951057,0.021730,-0.956540,11965
0.957000,-0.809017,0.081800,-0.836400,11467
0.958000,-0.587785,0.179765,-0.640470,11159
0.959000,-0.309017,0.321352,-0.357297,9292
0.960000,0.000000,0.453712,-0.092575,9711
0.961000,0.309017,0.613967,0.227934,11069
0.962000,0.587785,0.760707,0.521413,10811
0.963000,0.809017,0.884644,0.769289,10628
0.964000,0.951057,0.969237,0.938473,10467
0.965000,1.000000,0.997328,0.994656,10479
0.966000,0.951057,0.973063,0.946126,10506
0.967000,0.809017,0.898982,0.797965,10612
0.968000,0.587785,0.771506,0.543012,10683
0.969000,0.309017,0.625341,0.250681,11010
0.970000,-0.000000,0.479221,-0.041559,11189
0.971000,-0.309017,0.321653,-0.356695,11472
0.972000,-0.587785,0.184878,-0.630245,11202
0.973000,-0.809017,0.085413,-0.829173,12340
0.974000,-0.951057,0.021465,-0.957070,11181
0.975000,-1.000000,0.000792,-0.998417,13897
0.976000,-0.951057,0.021757,-0.956486,10847
0.977000,-0.809017,0.084269,-0.831461,13979
0.978000,-0.587785,0.178564,-0.642872,9890
0.979000,-0.309017,0.313295,-0.373409,9981
0.980000,0.000000,0.437963,-0.124073,7149
0.981000,0.309017,0.618017,0.236034,9058
0.982000,0.587785,0.756003,0.512005,11037
0.983000,0.809017,0.888934,0.777869,9796
0.984000,0.951057,0.965678,0.931356,8799
0.985000,1.000000,0.997459,0.994918,9838
0.986000,0.951057,0.972441,0.944882,9398
0.987000,0.809017,0.900396,0.800791,9608
0.988000,0.587785,0.780530,0.561059,9892
0.989000,0.309017,0.627964,0.255928,11007
0.990000,-0.000000,0.476890,-0.046219,10818
0.991000,-0.309017,0.321471,-0.357057,11662
0.992000,-0.587785,0.188227,-0.623546,11433
0.993000,-0.809017,0.084873,-0.830253,11417
0.994000,-0.951057,0.025142,-0.949717,12171
0.995000,-1.000000,0.000999,-0.998002,11009
0.996000,-0.951057,0.020269,-0.959463,11841
0.997000,-0.809017,0.085649,-0.828701,11874
0.998000,-0.587785,0.179366,-0.641267,11680
0.999000,-0.309017,0.311620,-0.376760,11007
1.000000,0.000000,0.459860,-0.080279,11323
1.001000,0.309017,0.609960,0.219920,11004
1.002000,0.587785,0.769795,0.539590,10773
1.003000,0.809017,0.883849,0.767698,10538
1.004000,0.951057,0.969163,0.938327,10507
1.005000,1.000000,0.997366,0.994731,10249
1.006000,0.951057,0.974195,0.948391,10502
1.007000,0.809017,0.898623,0.797246,10604
1.008000,0.587785,0.772550,0.545100,10776
1.009000,0.309017,0.633066,0.266132,10972
1.010000,0.000000,0.471270,-0.057461,10790
1.011000,-0.309017,0.322816,-0.354368,11093
1.012000,-0.587785,0.189042,-0.621917,11352
1.013000,-0.809017,0.084691,-0.830618,10863
1.014000,-0.951057,0.024368,-0.951265,11819
1.015000,-1.000000,0.000000,-1.000000,10785
1.016000,-0.951057,0.021809,-0.956382,12105
1.017000,-0.809017,0.081811,-0.836378,11771
1.018000,-0.587785,0.179945,-0.640109,11698
1.019000,-0.309017,0.315101,-0.369798,11463
1.020000,-0.000000,0.454261,-0.091478,11183
1.021000,0.309017,0.615077,0.230154,10997
1.022000,0.587785,0.764249,0.528497,10808
1.023000,0.809017,0.884811,0.769622,10626
1.024000,0.951057,0.968916,0.937833,10520
1.025000,1.000000,0.997319,0.994637,10442
1.026000,0.951057,0.973456,0.946913,10511
1.027000,0.809017,0.898705,0.797411,10583
1.028000,0.587785,0.777537,0.555074,10613
1.029000,0.309017,0.625059,0.250118,10591
1.030000,0.000000,0.475997,-0.048006,22372
1.031000,-0.309017,0.325474,-0.349051,10858
1.032000,-0.587785,0.186423,-0.627153,11785
1.033000,-0.809017,0.082856,-0.834288,11876
1.034000,-0.951057,0.022486,-0.955028,11963
1.035000,-1.000000,0.000000,-1.000000,12049
1.036000,-0.951057,0.020924,-0.958153,11996
1.037000,-0.809017,0.082107,-0.835785,11692
1.038000,-0.587785,0.177347,-0.645307,11751
1.039000,-0.309017,0.318308,-0.363383,11492
1.040000,-0.000000,0.452810,-0.094380,11263
1.041000,0.309017,0.622707,0.245413,11010
1.042000,0.587785,0.759494,0.518987,10744
1.043000,0.809017,0.889537,0.779074,10628
1.044000,0.951057,0.964224,0.928448,10398
1.045000,1.000000,0.998751,0.997502,10407
1.046000,0.951057,0.973555,0.947111,10210
1.047000,0.809017,0.897489,0.794977,15091
1.048000,0.587785,0.774635,0.549270,8839
